cls,path,ext,n_vertices,n_faces,n_triangles,face_type,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,extent_x,extent_y,extent_z,bbox_diag
Apartment,step2_results\normalized\Apartment\D00921_kept_norm.obj,.obj,6688,7972,7972,triangles,-0.6390618429208615,-0.2215931692173723,-0.28046587883600665,0.3609381570791384,0.3958497662115426,0.3849503403581157,1.0,0.6174429354289149,0.6654162191941224,1.3505608180595479
Apartment,step2_results\normalized\Apartment\D00953_simplified_norm.obj,.obj,9040,15338,15338,triangles,-0.4497833089204317,-0.49683635680004284,-0.24644872430684087,0.4873242516287531,0.5031636431999572,0.3128462699045605,0.9371075605491848,1.0,0.5592949942114014,1.480196429730992
Apartment,step2_results\normalized\Apartment\m463_refined_norm.obj,.obj,7539,14620,14620,triangles,-0.3996642515248907,-0.4273644221851671,-0.28907750151959627,0.4003662484063688,0.5726355778148328,0.28962251175949477,0.8000304999312595,0.9999999999999999,0.578700013279091,1.4053264767268427
Apartment,step2_results\normalized\Apartment\m464_simplified_norm.obj,.obj,6786,10068,10068,triangles,-0.16787434852635572,-0.5072878499024526,-0.14298136599608186,0.1715592348539559,0.4927121500975475,0.14261427007761623,0.3394335833803116,1.0,0.2855956360736981,1.093974416917845
Apartment,step2_results\normalized\Apartment\m465_refined_norm.obj,.obj,8906,17452,17452,triangles,-0.1307166107713001,-0.6319061434660402,-0.08989958247796921,0.0714097048828248,0.36809385653395976,0.1485456618507671,0.2021263156541249,1.0,0.23844524432873632,1.0477171288200369
AquaticAnimal,step2_results\normalized\AquaticAnimal\m53_simplified_norm.obj,.obj,9046,17017,17017,triangles,-0.08013679749684408,-0.16384518186604557,-0.6510515982269584,0.06553022278911542,0.1769649879564927,0.34894840177304154,0.14566702028595951,0.3408101698225383,0.9999999999999999,1.0664757159229916
AquaticAnimal,step2_results\normalized\AquaticAnimal\m54_simplified_norm.obj,.obj,9026,16780,16780,triangles,-0.12784802474256052,-0.16757708455786632,-0.6406682482612649,0.11418020924204329,0.19682808470884186,0.35933175173873505,0.24202823398460382,0.3644051692667082,1.0,1.0914984165971129
AquaticAnimal,step2_results\normalized\AquaticAnimal\m55_simplified_norm.obj,.obj,9032,17078,17078,triangles,-0.07080217811707253,-0.17625635683471258,-0.6563776324960444,0.09400032374019426,0.19765979754295707,0.34362236750395553,0.1648025018572668,0.3739161543776697,1.0,1.0802653170045773
AquaticAnimal,step2_results\normalized\AquaticAnimal\m56_kept_norm.obj,.obj,5814,10893,10893,triangles,-0.07595734243740229,-0.15336970018756257,-0.7244489242896495,0.0755752814612061,0.20710607536879239,0.2755510757103505,0.1515326238986084,0.36047577555635496,1.0,1.0737341015673074
AquaticAnimal,step2_results\normalized\AquaticAnimal\m57_simplified_norm.obj,.obj,9069,17280,17280,triangles,-0.06310641985063038,-0.18153193605516119,-0.6563545349586649,0.06212134032734145,0.20208633227003328,0.34364546504133514,0.12522776017797183,0.38361826832519447,1.0,1.0783528957219952
AquaticAnimal,step2_results\normalized\AquaticAnimal\m58_refined_norm.obj,.obj,7602,15200,15200,triangles,-0.2642476813937204,-0.21741674152961551,-0.49181276319410944,0.27475124752456415,0.2828053514494361,0.5081872368058905,0.5389989289182846,0.5002220929790516,1.0,1.2412662839533672
AquaticAnimal,step2_results\normalized\AquaticAnimal\m59_simplified_norm.obj,.obj,8991,17932,17932,triangles,-0.1002294512792357,-0.10286742054749726,-0.4774197443244678,0.11029685264297001,0.10765888337470844,0.5225802556755321,0.21052630392220573,0.2105263039222057,1.0,1.0433803952951628
AquaticAnimal,step2_results\normalized\AquaticAnimal\m60_refined_norm.obj,.obj,6418,12832,12832,triangles,-0.17036748966496068,-0.18320917820722035,-0.6567291645251799,0.1703419744832375,0.21960659886501402,0.34327083547482007,0.3407094641481982,0.40281577707223437,1.0,1.1306385316353147
AquaticAnimal,step2_results\normalized\AquaticAnimal\m61_simplified_norm.obj,.obj,9046,17484,17484,triangles,-0.08452256847263953,-0.18624064458773384,-0.5472789483306125,0.0864563683267514,0.2541761884074219,0.4527210516693874,0.1709789367993909,0.44041683299515577,1.0,1.1059840792771536
AquaticAnimal,step2_results\normalized\AquaticAnimal\m62_simplified_norm.obj,.obj,9000,17996,17996,triangles,-0.05435858486639314,-0.36082506482351895,-0.5004852180723158,0.05751088204706838,0.4014675394721418,0.49951478192768417,0.11186946691346153,0.7622926042956608,1.0,1.262380605123258
AquaticAnimal,step2_results\normalized\AquaticAnimal\m63_simplified_norm.obj,.obj,9020,16528,16528,triangles,-0.17733038127491185,-0.2726934009732012,-0.37906397767039374,0.8226696187250881,0.46366553673002353,0.41276548801795704,1.0,0.7363589377032247,0.7918294656883508,1.4728266659277054
AquaticAnimal,step2_results\normalized\AquaticAnimal\m64_simplified_norm.obj,.obj,9006,17716,17716,triangles,-0.5279236988137133,-0.23490628680486794,-0.07592199261165086,0.4720763011862867,0.31255367808458556,0.08607800660799886,1.0,0.5474599648894535,0.16199999921964972,1.151501807599071
AquaticAnimal,step2_results\normalized\AquaticAnimal\m65_simplified_norm.obj,.obj,9040,17826,17826,triangles,-0.19109909484770407,-0.30772408574206106,-0.8066007489560499,0.2034440596679283,0.3023759045959086,0.19339925104395006,0.3945431545156324,0.6100999903379696,1.0,1.2360769793930866
AquaticAnimal,step2_results\normalized\AquaticAnimal\m66_simplified_norm.obj,.obj,9050,17392,17392,triangles,-0.22567189464288354,-0.2998542851788996,-0.5926955934289881,0.21717545885183934,0.2502014932972594,0.4073044065710118,0.4428473534947229,0.550055778476159,1.0,1.2242038792342937
AquaticAnimal,step2_results\normalized\AquaticAnimal\m67_simplified_norm.obj,.obj,9000,17996,17996,triangles,-0.5670470314641693,-0.11225740937990761,-0.16979718062777546,0.4329529685358307,0.1242713847401736,0.21335051529224963,1.0,0.2365287941200812,0.38314769592002507,1.0966986948732653
AquaticAnimal,step2_results\normalized\AquaticAnimal\m68_refined_norm.obj,.obj,8775,17538,17538,triangles,-0.5218042150136941,-0.11276063431335787,-0.08612373333794221,0.4781957849863058,0.15410146878954242,0.0848552034614487,1.0,0.26686210310290026,0.1709789367993909,1.049022963953389
AquaticAnimal,step2_results\normalized\AquaticAnimal\m69_simplified_norm.obj,.obj,9081,17838,17838,triangles,-0.16961707417264668,-0.07493694581180178,-0.6783616610252321,0.18019869326677151,0.17745882802370438,0.32163833897476785,0.3498157674394182,0.25239577383550615,1.0,1.0890705660329147
AquaticAnimal,step2_results\normalized\AquaticAnimal\m70_simplified_norm.obj,.obj,9062,17778,17778,triangles,-0.21810819476728827,-0.07029098497870746,-0.5600104222641126,0.23390757633114917,0.18347321735443828,0.4399895777358874,0.45201577109843744,0.2537642023331457,1.0,1.1263722864610495
AquaticAnimal,step2_results\normalized\AquaticAnimal\m71_refined_norm.obj,.obj,6690,13376,13376,triangles,-0.1584539331567519,-0.13576875634529206,-0.6534455911448286,0.15837762854652676,0.22900492181444454,0.3465544088551714,0.31683156170327864,0.3647736781597366,1.0,1.1106043736495557
AquaticAnimal,step2_results\normalized\AquaticAnimal\m72_simplified_norm.obj,.obj,9091,17826,17826,triangles,-0.21845655684274332,-0.07179334045691961,-0.5441711684692954,0.23544134066600983,0.17855190816550776,0.4558288315307046,0.45389789750875315,0.25034524862242735,1.0,1.1263640818450718
AquaticAnimal,step2_results\normalized\AquaticAnimal\m73_simplified_norm.obj,.obj,9004,17974,17974,triangles,-0.25508228126375215,-0.249551122964608,-0.17486510858272178,0.7449177187362478,0.36714885815542514,0.1947990991891516,1.0,0.6166999811200331,0.36966420777187337,1.2316535605522585
AquaticAnimal,step2_results\normalized\AquaticAnimal\m74_simplified_norm.obj,.obj,9005,17711,17711,triangles,-0.1648583423783548,-0.15576800179705144,-0.7582718283376089,0.18037216533523207,0.1564383023276532,0.24172817166239113,0.3452305077135869,0.3122063041247046,1.0,1.1030217041343242
AquaticAnimal,step2_results\normalized\AquaticAnimal\m75_simplified_norm.obj,.obj,9089,17742,17742,triangles,-0.26146543347768886,-0.07984563014505966,-0.5318640854273623,0.27893878470448835,0.2089027960448214,0.4681359145726377,0.5404042181821772,0.28874842618988106,1.0,1.1727797630656078
AquaticAnimal,step2_results\normalized\AquaticAnimal\m76_refined_norm.obj,.obj,6323,12643,12643,triangles,-0.19520659386853723,-0.16738576591484008,-0.707265381928393,0.19524601946067777,0.1780247478215215,0.29273461807160694,0.390452613329215,0.34541051373636156,1.0,1.1277241091043637
AquaticAnimal,step2_results\normalized\AquaticAnimal\m77_simplified_norm.obj,.obj,9015,17894,17894,triangles,-0.3735992496483393,-0.1342753537661478,-0.38231098541306674,0.6264007503516608,0.2688762170439361,0.2347448040566197,1.0,0.4031515708100839,0.6170557894696864,1.2422918483048562
AquaticAnimal,step2_results\normalized\AquaticAnimal\m78_refined_norm.obj,.obj,6231,11680,11680,triangles,-0.366950911986513,-0.2341200819104145,-0.25469659488090163,0.633049088013487,0.2834062428871411,0.1697044390879042,1.0,0.5175263247975557,0.4244010339688058,1.2033078303128657
AquaticAnimal,step2_results\normalized\AquaticAnimal\m79_refined_norm.obj,.obj,7538,14464,14464,triangles,-0.5687959090312739,-0.06474182268421791,-0.16676434358617528,0.43120409096872614,0.17859605310460322,0.12371776208133241,1.0,0.24333787578882113,0.2904821056675077,1.069389159991088
AquaticAnimal,step2_results\normalized\AquaticAnimal\m80_simplified_norm.obj,.obj,9072,17644,17644,triangles,-0.43129797626630645,-0.09464267192732741,-0.17133313322274957,0.5687020237336935,0.2041815427625275,0.24024684785901113,1.0,0.29882421468985493,0.4115799810817607,1.1219153230579708
AquaticAnimal,step2_results\normalized\AquaticAnimal\m81_simplified_norm.obj,.obj,8906,17447,17447,triangles,-0.1981964358466306,-0.08836853010521105,-0.48073657748584564,0.21180355162463022,0.1916314716201865,0.5192634225141544,0.4099999874712608,0.2800000017253976,1.0,1.1164676397874935
Bed,step2_results\normalized\Bed\D00031_refined_norm.obj,.obj,7368,14352,14352,triangles,-0.3138548720338383,-0.47824580930667626,-0.182421152392165,0.6861451279661618,0.41857576576800504,0.17986801714644224,1.0,0.8968215750746813,0.36228916953860724,1.391237715088405
Bed,step2_results\normalized\Bed\D00110_refined_norm.obj,.obj,7454,14576,14576,triangles,-0.523787576393778,-0.3831914822523537,-0.0778346960865652,0.476212423606222,0.37424151087110075,0.2632223842972801,1.0,0.7574329931234545,0.3410570803838453,1.3000094888699496
Bed,step2_results\normalized\Bed\D00121_simplified_norm.obj,.obj,9021,17886,17886,triangles,-0.41926568893876737,-0.4173392970093244,-0.4221177730046615,0.5807343110612325,0.4413828849126553,0.13453084618921643,0.9999999999999999,0.8587221819219797,0.556648619193878,1.4308254509112202
Bed,step2_results\normalized\Bed\D00184_simplified_norm.obj,.obj,6806,13378,13378,triangles,-0.4497307277021783,-0.48243974762286923,-0.21960586161206241,0.5502692722978216,0.4394917894286093,0.25933629322052204,1.0,0.9219315370514785,0.47894215483258445,1.4419928386388683
Bed,step2_results\normalized\Bed\D00210_simplified_norm.obj,.obj,9076,17819,17819,triangles,-0.4590635555058501,-0.44989516454612644,-0.33423552431685505,0.54093644449415,0.4925843476327624,0.31158181139992497,1.0,0.9424795121788888,0.64581733571678,1.5183371371303793
Bed,step2_results\normalized\Bed\D00213_refined_norm.obj,.obj,9068,18054,18054,triangles,-0.717770573179551,-0.2498420338158394,-0.23256952582431367,0.2822294268204492,0.2610056241188043,0.1499229115682827,1.0000000000000002,0.5108476579346437,0.38249243739259636,1.186282341721329
Bed,step2_results\normalized\Bed\D00217_simplified_norm.obj,.obj,9034,17742,17742,triangles,-0.49911890247239066,-0.291826134030652,-0.16354984244233745,0.5008810975276095,0.2630473865550897,0.2577191256325768,1.0,0.5548735205857417,0.42126896807491426,1.218750248127203
Bed,step2_results\normalized\Bed\D00307_simplified_norm.obj,.obj,8991,17708,17708,triangles,-0.35795887739551824,-0.4103749449848549,-0.10280218645640435,0.6420411226044818,0.5311946301400782,0.23189453551919156,1.0,0.9415695751249331,0.3346967219755959,1.4137097157840277
Bed,step2_results\normalized\Bed\D00322_simplified_norm.obj,.obj,6803,13518,13518,triangles,-0.4925030854127217,-0.2989111762213143,-0.3689353837377978,0.5074969145872782,0.2626283098149706,0.20742088557819147,0.9999999999999999,0.5615394860362849,0.5763562693159893,1.283554885292304
Bed,step2_results\normalized\Bed\D00417_simplified_norm.obj,.obj,9009,17946,17946,triangles,-0.3392078336078256,-0.36923131005850096,-0.2800630760753557,0.6607921663921744,0.36857487197548333,0.14417438430328391,1.0,0.7378061820339843,0.42423746037863963,1.3131395146883984
Bed,step2_results\normalized\Bed\D00538_simplified_norm.obj,.obj,6809,13214,13214,triangles,-0.4952438379369076,-0.3523595449642019,-0.25977994173529095,0.5047561620630924,0.3527052215910871,0.18004698346275277,1.0,0.7050647665552889,0.43982692519804373,1.3002169238887908
Bed,step2_results\normalized\Bed\D00545_refined_norm.obj,.obj,6544,12944,12944,triangles,-0.4887762112610035,-0.358065831883395,-0.2529157918447937,0.5112237887389964,0.3597283083601317,0.18263622764354057,1.0,0.7177941402435267,0.4355520194883342,1.3057312087287758
Bed,step2_results\normalized\Bed\D00552_kept_norm.obj,.obj,6349,12248,12248,triangles,-0.8151020175460729,-0.5468355757726974,-0.2877398133952611,0.18489798245392708,0.3813619678541018,0.16316457508748328,1.0,0.9281975436267992,0.4509043884827444,1.4369639687715978
Bed,step2_results\normalized\Bed\D00565_simplified_norm.obj,.obj,8951,17829,17829,triangles,-0.7855194516424636,-0.42157561234480817,-0.21619270320295483,0.21448054835753652,0.3625067980027824,0.11269740081652993,1.0000000000000002,0.7840824103475905,0.32889010401948476,1.3126133957637471
Bed,step2_results\normalized\Bed\D00650_simplified_norm.obj,.obj,9009,17945,17945,triangles,-0.48154824277154173,-0.28393832944701297,-0.2013704098774303,0.5184517572284583,0.2630261976322282,0.21325825340029175,1.0,0.5469645270792411,0.4146286632777221,1.2128838041191286
Bed,step2_results\normalized\Bed\D00735_refined_norm.obj,.obj,5985,10944,10944,triangles,-0.2829914372095062,-0.46080196613633273,-0.20055416734357215,0.7170085627904939,0.34801567303347475,0.24801077928975895,1.0,0.8088176391698074,0.44856494663333113,1.3621293935527505
Bed,step2_results\normalized\Bed\D00836_refined_norm.obj,.obj,6341,12488,12488,triangles,-0.41244641354934325,-0.26625359084202954,-0.18548736808580418,0.5875535864506567,0.24557495060330856,0.3407374300887994,1.0,0.5118285414453381,0.5262247981746035,1.2405164223225602
Bed,step2_results\normalized\Bed\D00839_simplified_norm.obj,.obj,9009,17953,17953,triangles,-0.43291729999022116,-0.43312128166910385,-0.2722512759377719,0.5670827000097788,0.43596076535284217,0.11373755891494544,1.0,0.869082047021946,0.3859888348527173,1.3799605012777774
Bed,step2_results\normalized\Bed\D00969_simplified_norm.obj,.obj,9113,17394,17394,triangles,-0.4285787289716679,-0.47354916950829185,-0.27562107458822316,0.5714212710283321,0.404702723060272,0.22047631875220342,1.0,0.8782518925685638,0.4960973933404266,1.420365801643869
Bed,step2_results\normalized\Bed\D00988_simplified_norm.obj,.obj,9017,17972,17972,triangles,-0.5040909921853792,-0.37997672627635404,-0.26125143302838705,0.49590900781462083,0.30478925673908913,0.17037699752441215,1.0,0.6847659830154431,0.4316284305527992,1.2865486984784442
Bed,step2_results\normalized\Bed\m945_simplified_norm.obj,.obj,6795,13123,13123,triangles,-0.390851119113994,-0.38310030584635607,-0.24452020491292598,0.3617846545823824,0.4467712273836276,0.755479795087074,0.7526357736963765,0.8298715332299837,1.0,1.5017148096469672
Bed,step2_results\normalized\Bed\m946_refined_norm.obj,.obj,5651,10304,10304,triangles,-0.24700317281482126,-0.3134974131768066,-0.49965285101125617,0.2468378666482778,0.18034152443834442,0.5003471489887438,0.4938410394630991,0.4938389376151511,1.0,1.219735983138505
Bed,step2_results\normalized\Bed\m947_simplified_norm.obj,.obj,9025,16327,16327,triangles,-0.2976957112921216,-0.2520168950022533,-0.33883326127953034,0.4359821468136096,0.1905662530683133,0.6611667387204697,0.7336778581057312,0.44258314807056665,1.0,1.3168762441591337
Bed,step2_results\normalized\Bed\m948_simplified_norm.obj,.obj,9039,17922,17922,triangles,-0.48153620445371026,-0.451169881251996,-0.3756570540204206,0.5184637955462897,0.4629164250833351,0.6100355728846146,1.0,0.9140863063353311,0.9856926269050352,1.6754532909528448
Bed,step2_results\normalized\Bed\m949_simplified_norm.obj,.obj,9002,17980,17980,triangles,-0.3163145223195477,-0.42807798808351605,-0.23629356537856475,0.6639033239855229,0.571922011916484,0.2531316797708726,0.9802178463050706,1.0,0.4894252451494373,1.483362429349125
Bed,step2_results\normalized\Bed\m950_refined_norm.obj,.obj,6032,11520,11520,triangles,-0.3916547469000031,-0.4427854119755213,-0.5005734832758503,0.3919073665370482,0.4669271683759739,0.4994265167241497,0.7835621134370514,0.9097125803514952,1.0,1.5625448999832658
Bed,step2_results\normalized\Bed\m951_simplified_norm.obj,.obj,8975,17406,17406,triangles,-0.37572070187723133,-0.3250783941667702,-0.15795233265108571,0.4379076876684993,0.21360789271195832,0.8420476673489143,0.8136283895457306,0.5386862868787285,1.0,1.3972022301535203
Bicycle,step2_results\normalized\Bicycle\D00016_simplified_norm.obj,.obj,8992,17147,17147,triangles,-0.5151732800608003,-0.2574036926774964,-0.10764056061176701,0.4848267199391997,0.41422513557511825,0.09925882174645327,1.0,0.6716288282526146,0.20689938235822028,1.2222490079194963
Bicycle,step2_results\normalized\Bicycle\D00033_refined_norm.obj,.obj,8554,16124,16124,triangles,-0.5074057044070619,-0.2345275468003172,-0.1463489902218329,0.492594295592938,0.32821310410296145,0.1580049836011378,0.9999999999999999,0.5627406509032786,0.3043539738229707,1.1871429490844307
Bicycle,step2_results\normalized\Bicycle\D00040_simplified_norm.obj,.obj,9037,17221,17221,triangles,-0.5589489255907325,-0.24931004886900876,-0.15971117084120143,0.4410510744092675,0.38223858157789603,0.17273475517095108,1.0,0.6315486304469048,0.3324459260121525,1.2285658168537161
