cls,path,n_vertices,n_faces,n_triangles
Apartment,step2_results\resampled\Apartment\D00681_simplified.obj,9076,10337,10337
Apartment,step2_results\resampled\Apartment\D00780_simplified.obj,6571,10006,10006
Apartment,step2_results\resampled\Apartment\D00792_refined_simplified.obj,5105,9031,9031
Apartment,step2_results\resampled\Apartment\D00859_refined_simplified.obj,5120,9598,9598
Apartment,step2_results\resampled\Apartment\D00860_simplified.obj,9072,12049,12049
Apartment,step2_results\resampled\Apartment\D00869_refined_simplified.obj,5117,8430,8430
Apartment,step2_results\resampled\Apartment\D00921_kept.obj,6689,7972,7972
Apartment,step2_results\resampled\Apartment\D00953_refined_simplified.obj,5132,7901,7901
Apartment,step2_results\resampled\Apartment\m463_refined_simplified.obj,5124,9794,9794
Apartment,step2_results\resampled\Apartment\m464_simplified.obj,6515,9402,9402
Apartment,step2_results\resampled\Apartment\m465_refined_simplified.obj,5137,9931,9931
AquaticAnimal,step2_results\resampled\AquaticAnimal\m53_simplified.obj,8983,16882,16882
AquaticAnimal,step2_results\resampled\AquaticAnimal\m54_simplified.obj,8969,16698,16698
AquaticAnimal,step2_results\resampled\AquaticAnimal\m55_simplified.obj,9001,16994,16994
AquaticAnimal,step2_results\resampled\AquaticAnimal\m56_kept.obj,5814,10893,10893
AquaticAnimal,step2_results\resampled\AquaticAnimal\m57_simplified.obj,9020,17177,17177
AquaticAnimal,step2_results\resampled\AquaticAnimal\m58_refined_simplified.obj,5100,10196,10196
AquaticAnimal,step2_results\resampled\AquaticAnimal\m59_refined_simplified.obj,5100,10195,10195
AquaticAnimal,step2_results\resampled\AquaticAnimal\m60_refined_simplified.obj,5100,10196,10196
AquaticAnimal,step2_results\resampled\AquaticAnimal\m61_refined_simplified.obj,5107,9763,9763
AquaticAnimal,step2_results\resampled\AquaticAnimal\m62_refined_simplified.obj,5100,10196,10196
AquaticAnimal,step2_results\resampled\AquaticAnimal\m63_refined_simplified.obj,5105,8948,8948
AquaticAnimal,step2_results\resampled\AquaticAnimal\m64_refined_simplified.obj,5119,9971,9971
AquaticAnimal,step2_results\resampled\AquaticAnimal\m65_refined_simplified.obj,5115,10030,10030
AquaticAnimal,step2_results\resampled\AquaticAnimal\m66_refined_simplified.obj,5101,9855,9855
AquaticAnimal,step2_results\resampled\AquaticAnimal\m67_simplified.obj,9000,17996,17996
AquaticAnimal,step2_results\resampled\AquaticAnimal\m68_refined_simplified.obj,5100,10192,10192
AquaticAnimal,step2_results\resampled\AquaticAnimal\m69_refined_simplified.obj,5119,9916,9916
AquaticAnimal,step2_results\resampled\AquaticAnimal\m70_refined_simplified.obj,5118,9934,9934
AquaticAnimal,step2_results\resampled\AquaticAnimal\m71_refined_simplified.obj,5100,10196,10196
AquaticAnimal,step2_results\resampled\AquaticAnimal\m72_refined_simplified.obj,5119,9992,9992
AquaticAnimal,step2_results\resampled\AquaticAnimal\m73_refined_simplified.obj,5100,10185,10185
AquaticAnimal,step2_results\resampled\AquaticAnimal\m74_refined_simplified.obj,5103,10028,10028
AquaticAnimal,step2_results\resampled\AquaticAnimal\m75_refined_simplified.obj,5110,9823,9823
AquaticAnimal,step2_results\resampled\AquaticAnimal\m76_refined_simplified.obj,5100,10196,10196
AquaticAnimal,step2_results\resampled\AquaticAnimal\m77_simplified.obj,9015,17894,17894
AquaticAnimal,step2_results\resampled\AquaticAnimal\m78_refined_simplified.obj,5104,9438,9438
AquaticAnimal,step2_results\resampled\AquaticAnimal\m79_refined_simplified.obj,5108,9704,9704
AquaticAnimal,step2_results\resampled\AquaticAnimal\m80_refined_simplified.obj,5106,9871,9871
AquaticAnimal,step2_results\resampled\AquaticAnimal\m81_refined_simplified.obj,5114,9846,9846
Bed,step2_results\resampled\Bed\D00031_refined_simplified.obj,5102,9943,9943
Bed,step2_results\resampled\Bed\D00110_refined_simplified.obj,5095,9966,9966
Bed,step2_results\resampled\Bed\D00121_simplified.obj,9002,17848,17848
Bed,step2_results\resampled\Bed\D00184_simplified.obj,6511,12788,12788
Bed,step2_results\resampled\Bed\D00210_simplified.obj,9008,17683,17683
Bed,step2_results\resampled\Bed\D00213_refined_simplified.obj,5105,10154,10154
Bed,step2_results\resampled\Bed\D00217_refined_simplified.obj,5107,9930,9930
Bed,step2_results\resampled\Bed\D00307_refined_simplified.obj,5103,10031,10031
Bed,step2_results\resampled\Bed\D00322_simplified.obj,6505,12922,12922
Bed,step2_results\resampled\Bed\D00417_simplified.obj,9000,17928,17928
Bed,step2_results\resampled\Bed\D00538_simplified.obj,6518,12632,12632
Bed,step2_results\resampled\Bed\D00545_refined_simplified.obj,5115,10086,10086
Bed,step2_results\resampled\Bed\D00552_kept.obj,6349,12248,12248
Bed,step2_results\resampled\Bed\D00565_refined_simplified.obj,5100,10148,10148
Bed,step2_results\resampled\Bed\D00650_refined_simplified.obj,5107,10140,10140
Bed,step2_results\resampled\Bed\D00735_refined_simplified.obj,5053,9324,9324
Bed,step2_results\resampled\Bed\D00836_refined_simplified.obj,5071,10039,10039
Bed,step2_results\resampled\Bed\D00839_simplified.obj,9000,17935,17935
Bed,step2_results\resampled\Bed\D00969_simplified.obj,9017,17202,17202
Bed,step2_results\resampled\Bed\D00988_refined_simplified.obj,5106,10150,10150
Bed,step2_results\resampled\Bed\m945_simplified.obj,6500,12544,12544
Bed,step2_results\resampled\Bed\m946_refined_simplified.obj,5120,9299,9299
Bed,step2_results\resampled\Bed\m947_refined_simplified.obj,5137,9091,9091
Bed,step2_results\resampled\Bed\m948_refined_simplified.obj,5109,10062,10062
Bed,step2_results\resampled\Bed\m949_refined_simplified.obj,5102,10180,10180
Bed,step2_results\resampled\Bed\m950_refined_simplified.obj,5128,9740,9740
Bed,step2_results\resampled\Bed\m951_refined_simplified.obj,5109,9902,9902
Bicycle,step2_results\resampled\Bicycle\D00016_refined_simplified.obj,5128,9592,9592
Bicycle,step2_results\resampled\Bicycle\D00033_refined_simplified.obj,5099,9685,9685
Bicycle,step2_results\resampled\Bicycle\D00040_simplified.obj,9037,17020,17020
Bicycle,step2_results\resampled\Bicycle\D00077_simplified.obj,9003,17533,17533
Bicycle,step2_results\resampled\Bicycle\D00078_simplified.obj,9031,17288,17288
Bicycle,step2_results\resampled\Bicycle\D00462_simplified.obj,9019,16016,16016
Bicycle,step2_results\resampled\Bicycle\D00514_simplified.obj,6509,12098,12098
Bicycle,step2_results\resampled\Bicycle\D00536_simplified.obj,9025,17199,17199
Bicycle,step2_results\resampled\Bicycle\D00555_simplified.obj,9014,15534,15534
Bicycle,step2_results\resampled\Bicycle\D00558_simplified.obj,9104,17034,17034
Bicycle,step2_results\resampled\Bicycle\D00567_refined_simplified.obj,5098,10240,10240
Bicycle,step2_results\resampled\Bicycle\D00621_refined_simplified.obj,5133,9590,9590
Bicycle,step2_results\resampled\Bicycle\D00708_simplified.obj,9028,17202,17202
Bicycle,step2_results\resampled\Bicycle\D00750_refined_simplified.obj,5124,9962,9962
Bicycle,step2_results\resampled\Bicycle\D00838_simplified.obj,9042,17239,17239
Bicycle,step2_results\resampled\Bicycle\D00847_simplified.obj,9030,17288,17288
Bicycle,step2_results\resampled\Bicycle\D00904_kept.obj,5354,10548,10548
Bicycle,step2_results\resampled\Bicycle\D00930_simplified.obj,9028,16997,16997
Bicycle,step2_results\resampled\Bicycle\D00931_simplified.obj,9106,16849,16849
Bicycle,step2_results\resampled\Bicycle\D00974_kept.obj,6045,11946,11946
Bicycle,step2_results\resampled\Bicycle\m1472_refined_simplified.obj,5109,9570,9570
Bicycle,step2_results\resampled\Bicycle\m1473_refined_simplified.obj,5083,9700,9700
Bicycle,step2_results\resampled\Bicycle\m1475_kept.obj,6045,11948,11948
Bicycle,step2_results\resampled\Bicycle\m1476_refined_simplified.obj,5098,10240,10240
Bicycle,step2_results\resampled\Bicycle\m1477_simplified.obj,9031,17283,17283
Bicycle,step2_results\resampled\Bicycle\m1478_refined_simplified.obj,5135,9599,9599
Biplane,step2_results\resampled\Biplane\D00069_refined_simplified.obj,5107,9913,9913
Biplane,step2_results\resampled\Biplane\D00132_refined_simplified.obj,5088,9409,9409
Biplane,step2_results\resampled\Biplane\D00178_refined_simplified.obj,5153,8624,8624
Biplane,step2_results\resampled\Biplane\D00199_refined_simplified.obj,5123,8178,8178
Biplane,step2_results\resampled\Biplane\D00246_kept.obj,5022,9246,9246
Biplane,step2_results\resampled\Biplane\D00276_refined_simplified.obj,5110,9953,9953
Biplane,step2_results\resampled\Biplane\D00277_simplified.obj,9037,14641,14641
Biplane,step2_results\resampled\Biplane\D00320_simplified.obj,6531,11531,11531
Biplane,step2_results\resampled\Biplane\D00373_kept.obj,5941,11385,11385
Biplane,step2_results\resampled\Biplane\D00410_refined_simplified.obj,5108,10136,10136
Biplane,step2_results\resampled\Biplane\D00490_simplified.obj,9020,17584,17584
Biplane,step2_results\resampled\Biplane\D00515_kept.obj,5379,10513,10513
Biplane,step2_results\resampled\Biplane\D00601_simplified.obj,9008,17860,17860
Biplane,step2_results\resampled\Biplane\D00616_simplified.obj,8967,18580,18580
Biplane,step2_results\resampled\Biplane\D00632_refined_simplified.obj,5108,9716,9716
Biplane,step2_results\resampled\Biplane\D00634_simplified.obj,9034,16470,16470
Biplane,step2_results\resampled\Biplane\D00666_refined_simplified.obj,5028,9766,9766
Biplane,step2_results\resampled\Biplane\D00854_simplified.obj,9034,17481,17481
Biplane,step2_results\resampled\Biplane\D00890_simplified.obj,9010,16472,16472
Biplane,step2_results\resampled\Biplane\D00900_simplified.obj,9054,15097,15097
Biplane,step2_results\resampled\Biplane\m1118_simplified.obj,8957,17204,17204
Biplane,step2_results\resampled\Biplane\m1119_refined_simplified.obj,5101,9916,9916
Biplane,step2_results\resampled\Biplane\m1120_simplified.obj,9035,16526,16526
Biplane,step2_results\resampled\Biplane\m1121_refined_simplified.obj,5125,9773,9773
Biplane,step2_results\resampled\Biplane\m1122_kept.obj,6704,11497,11497
Biplane,step2_results\resampled\Biplane\m1123_refined_simplified.obj,5134,9713,9713
Biplane,step2_results\resampled\Biplane\m1124_refined_simplified.obj,5091,9744,9744
Biplane,step2_results\resampled\Biplane\m1125_refined_simplified.obj,5100,9452,9452
Biplane,step2_results\resampled\Biplane\m1126_refined_simplified.obj,5138,9709,9709
Biplane,step2_results\resampled\Biplane\m1127_refined_simplified.obj,5089,9781,9781
Biplane,step2_results\resampled\Biplane\m1128_refined_simplified.obj,5099,9869,9869
Biplane,step2_results\resampled\Biplane\m1129_refined_simplified.obj,5119,9678,9678
Biplane,step2_results\resampled\Biplane\m1131_refined_simplified.obj,5110,9597,9597
Biplane,step2_results\resampled\Biplane\m1132_refined_simplified.obj,5101,9495,9495
Biplane,step2_results\resampled\Biplane\m1133_refined_simplified.obj,5126,9642,9642
Biplane,step2_results\resampled\Biplane\m1134_refined_simplified.obj,5112,9712,9712
Biplane,step2_results\resampled\Biplane\m1135_refined_simplified.obj,5146,9371,9371
Biplane,step2_results\resampled\Biplane\m1136_refined_simplified.obj,5103,9964,9964
Biplane,step2_results\resampled\Biplane\m1137_refined_simplified.obj,5107,8993,8993
Biplane,step2_results\resampled\Biplane\m1138_refined_simplified.obj,5113,9288,9288
Biplane,step2_results\resampled\Biplane\m1139_refined_simplified.obj,5107,8016,8016
Biplane,step2_results\resampled\Biplane\m1141_simplified.obj,9010,17581,17581
Biplane,step2_results\resampled\Biplane\m1143_refined_simplified.obj,5112,9866,9866
Biplane,step2_results\resampled\Biplane\m1144_refined_simplified.obj,5139,9689,9689
Biplane,step2_results\resampled\Biplane\m1146_refined_simplified.obj,5111,9631,9631
Bird,step2_results\resampled\Bird\D00089_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\D00113_simplified.obj,9004,17968,17968
Bird,step2_results\resampled\Bird\D00164_simplified.obj,6518,12783,12783
Bird,step2_results\resampled\Bird\D00234_refined_simplified.obj,5102,10178,10178
Bird,step2_results\resampled\Bird\D00271_simplified.obj,9001,17374,17374
Bird,step2_results\resampled\Bird\D00284_simplified.obj,9000,17986,17986
Bird,step2_results\resampled\Bird\D00323_refined_simplified.obj,5141,9827,9827
Bird,step2_results\resampled\Bird\D00386_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\D00438_refined_simplified.obj,5100,10136,10136
Bird,step2_results\resampled\Bird\D00442_simplified.obj,6509,12207,12207
Bird,step2_results\resampled\Bird\D00546_refined_simplified.obj,5104,9882,9882
Bird,step2_results\resampled\Bird\D00599_refined_simplified.obj,5098,10117,10117
Bird,step2_results\resampled\Bird\D00625_refined_simplified.obj,5154,8501,8501
Bird,step2_results\resampled\Bird\D00689_refined_simplified.obj,5102,10109,10109
Bird,step2_results\resampled\Bird\D00736_refined_simplified.obj,5100,10095,10095
Bird,step2_results\resampled\Bird\D00762_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\D00862_refined_simplified.obj,5100,10189,10189
Bird,step2_results\resampled\Bird\D00922_refined_simplified.obj,5100,10188,10188
Bird,step2_results\resampled\Bird\D00961_refined.obj,5404,10688,10688
Bird,step2_results\resampled\Bird\D00999_refined_simplified.obj,5101,10180,10180
Bird,step2_results\resampled\Bird\m28_kept.obj,6058,11644,11644
Bird,step2_results\resampled\Bird\m29_refined_simplified.obj,5105,10132,10132
Bird,step2_results\resampled\Bird\m30_refined_simplified.obj,5101,9922,9922
Bird,step2_results\resampled\Bird\m31_refined_simplified.obj,5102,10111,10111
Bird,step2_results\resampled\Bird\m32_refined_simplified.obj,5100,10188,10188
Bird,step2_results\resampled\Bird\m33_refined_simplified.obj,5101,10078,10078
Bird,step2_results\resampled\Bird\m34_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\m35_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\m36_refined_simplified.obj,5107,10137,10137
Bird,step2_results\resampled\Bird\m37_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\m38_refined_simplified.obj,5101,10176,10176
Bird,step2_results\resampled\Bird\m39_refined_simplified.obj,5100,9859,9859
Bird,step2_results\resampled\Bird\m40_refined_simplified.obj,5103,10111,10111
Bird,step2_results\resampled\Bird\m41_refined_simplified.obj,5094,10140,10140
Bird,step2_results\resampled\Bird\m42_refined_simplified.obj,5075,10051,10051
Bird,step2_results\resampled\Bird\m43_refined_simplified.obj,5106,9923,9923
Bird,step2_results\resampled\Bird\m44_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\m45_simplified.obj,9000,17988,17988
Bird,step2_results\resampled\Bird\m47_refined.obj,5393,10560,10560
Bird,step2_results\resampled\Bird\m48_refined_simplified.obj,5108,10093,10093
Bird,step2_results\resampled\Bird\m49_refined_simplified.obj,5128,9809,9809
Bird,step2_results\resampled\Bird\m50_refined_simplified.obj,5100,10196,10196
Bird,step2_results\resampled\Bird\m51_refined_simplified.obj,5101,10182,10182
Bird,step2_results\resampled\Bird\m52_refined_simplified.obj,5101,10174,10174
Bookset,step2_results\resampled\Bookset\D01009_refined_simplified.obj,5114,9498,9498
Bookset,step2_results\resampled\Bookset\D01013_refined_simplified.obj,5130,8549,8549
Bookset,step2_results\resampled\Bookset\D01030_refined_simplified.obj,5140,10097,10097
Bookset,step2_results\resampled\Bookset\D01038_refined_simplified.obj,5091,9954,9954
Bookset,step2_results\resampled\Bookset\D01042_refined_simplified.obj,5114,8128,8128
Bookset,step2_results\resampled\Bookset\D01050_refined_simplified.obj,5111,10092,10092
Bookset,step2_results\resampled\Bookset\D01065_refined_simplified.obj,5102,8485,8485
Bookset,step2_results\resampled\Bookset\D01078_refined_simplified.obj,5088,9800,9800
Bookset,step2_results\resampled\Bookset\D01096_refined_clamped.obj,624,832,832
Bookset,step2_results\resampled\Bookset\D01108_refined_clamped.obj,1614,3116,3116
Bookset,step2_results\resampled\Bookset\D01109_refined_simplified.obj,5104,9723,9723
Bookset,step2_results\resampled\Bookset\D01110_refined_simplified.obj,5105,10028,10028
Bookset,step2_results\resampled\Bookset\D01122_refined_simplified.obj,5073,10014,10014
Bookset,step2_results\resampled\Bookset\D01135_refined_simplified.obj,5062,9849,9849
Bookset,step2_results\resampled\Bookset\D01146_refined_simplified.obj,5120,6308,6308
Bookset,step2_results\resampled\Bookset\D01182_refined_simplified.obj,5092,10038,10038
Bookset,step2_results\resampled\Bookset\D01183_refined_simplified.obj,5109,8266,8266
Bookset,step2_results\resampled\Bookset\D01184_refined_simplified.obj,5093,10085,10085
Bookset,step2_results\resampled\Bookset\D01190_refined_simplified.obj,5099,9994,9994
Bookset,step2_results\resampled\Bookset\D01199_refined_simplified.obj,5136,9316,9316
Bottle,step2_results\resampled\Bottle\D00020_refined_simplified.obj,5100,10196,10196
Bottle,step2_results\resampled\Bottle\D00123_refined_simplified.obj,5100,10096,10096
Bottle,step2_results\resampled\Bottle\D00139_refined_simplified.obj,5102,10118,10118
Bottle,step2_results\resampled\Bottle\D00166_simplified.obj,9007,17753,17753
Bottle,step2_results\resampled\Bottle\D00176_simplified.obj,6500,12996,12996
Bottle,step2_results\resampled\Bottle\D00208_refined_simplified.obj,5100,10192,10192
Bottle,step2_results\resampled\Bottle\D00281_refined_simplified.obj,5102,10169,10169
Bottle,step2_results\resampled\Bottle\D00311_refined_simplified.obj,5100,10192,10192
Bottle,step2_results\resampled\Bottle\D00347_refined_simplified.obj,5101,10158,10158
Bottle,step2_results\resampled\Bottle\D00350_refined_simplified.obj,5102,10029,10029
Bottle,step2_results\resampled\Bottle\D00390_refined.obj,5504,10968,10968
Bottle,step2_results\resampled\Bottle\D00451_simplified.obj,6505,12842,12842
Bottle,step2_results\resampled\Bottle\D00679_simplified.obj,9056,17614,17614
Bottle,step2_results\resampled\Bottle\D00696_simplified.obj,9004,17792,17792
Bottle,step2_results\resampled\Bottle\D00711_refined_simplified.obj,5110,10090,10090
Bottle,step2_results\resampled\Bottle\D00716_refined_simplified.obj,5071,10063,10063
Bottle,step2_results\resampled\Bottle\D00726_simplified.obj,6505,12835,12835
Bottle,step2_results\resampled\Bottle\D00892_refined_simplified.obj,5100,10192,10192
Bottle,step2_results\resampled\Bottle\D00940_refined_simplified.obj,5101,10176,10176
Bottle,step2_results\resampled\Bottle\D00959_refined_simplified.obj,5095,10095,10095
Bottle,step2_results\resampled\Bottle\m482_refined_simplified.obj,5092,9774,9774
Bottle,step2_results\resampled\Bottle\m483_refined_simplified.obj,5105,9981,9981
Bottle,step2_results\resampled\Bottle\m484_refined_simplified.obj,5103,10081,10081
Bottle,step2_results\resampled\Bottle\m485_refined_simplified.obj,5089,9776,9776
Bottle,step2_results\resampled\Bottle\m486_refined_simplified.obj,5108,9709,9709
Bottle,step2_results\resampled\Bottle\m487_refined_simplified.obj,5080,9934,9934
Bottle,step2_results\resampled\Bottle\m488_refined_simplified.obj,5114,10224,10224
Bottle,step2_results\resampled\Bottle\m489_refined_simplified.obj,5107,10090,10090
Bottle,step2_results\resampled\Bottle\m490_refined_simplified.obj,5095,10088,10088
Bottle,step2_results\resampled\Bottle\m491_refined_simplified.obj,5098,9980,9980
Bottle,step2_results\resampled\Bottle\m492_refined_simplified.obj,5100,10198,10198
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m382_refined_simplified.obj,5099,9958,9958
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m383_refined_simplified.obj,5141,10034,10034
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m384_refined_simplified.obj,5141,8271,8271
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m385_refined_simplified.obj,5110,9126,9126
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m386_refined_simplified.obj,5104,10152,10152
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m387_refined_simplified.obj,5100,9967,9967
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m389_refined_simplified.obj,5106,9774,9774
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m390_refined_simplified.obj,5114,9580,9580
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m391_refined_simplified.obj,5111,9328,9328
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m392_refined_simplified.obj,5104,10176,10176
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m393_refined_simplified.obj,5139,9657,9657
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m394_refined_simplified.obj,5111,9874,9874
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m395_refined_simplified.obj,5110,8220,8220
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m396_refined_simplified.obj,5085,8654,8654
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m397_refined.obj,5382,10720,10720
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m398_refined_simplified.obj,5102,10144,10144
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m399_simplified.obj,6510,11544,11544
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m400_refined_simplified.obj,5115,10019,10019
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m401_simplified.obj,6504,12457,12457
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m402_simplified.obj,9099,17022,17022
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m404_refined_simplified.obj,5083,8705,8705
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m405_simplified.obj,9029,17791,17791
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m406_simplified.obj,6530,12189,12189
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m407_refined_simplified.obj,5095,10071,10071
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m408_refined_simplified.obj,5114,9981,9981
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m409_refined_simplified.obj,5105,8418,8418
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m410_refined_simplified.obj,5111,9858,9858
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m412_refined_simplified.obj,5105,8736,8736
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m413_refined_simplified.obj,5109,9967,9967
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m414_refined_simplified.obj,5119,10070,10070
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m415_refined_simplified.obj,5104,10108,10108
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m416_simplified.obj,6528,12314,12314
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m418_refined_simplified.obj,5119,9922,9922
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m420_simplified.obj,6491,11628,11628
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m421_simplified.obj,6569,10432,10432
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m470_simplified.obj,9024,17694,17694
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m471_refined_simplified.obj,5104,10097,10097
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m472_refined_simplified.obj,5100,10188,10188
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m474_refined.obj,5366,10680,10680
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m475_refined_simplified.obj,5110,9910,9910
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m477_refined_simplified.obj,5134,9601,9601
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m478_refined_simplified.obj,5098,9416,9416
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m479_refined_simplified.obj,5148,9717,9717
BuildingNonResidential,step2_results\resampled\BuildingNonResidential\m481_refined_simplified.obj,5097,9693,9693
Bus,step2_results\resampled\Bus\D00084_simplified.obj,9043,16925,16925
Bus,step2_results\resampled\Bus\D00114_simplified.obj,6501,12724,12724
Bus,step2_results\resampled\Bus\D00151_simplified.obj,6515,10705,10705
Bus,step2_results\resampled\Bus\D00179_kept.obj,5976,11227,11227
Bus,step2_results\resampled\Bus\D00182_simplified.obj,9045,16783,16783
Bus,step2_results\resampled\Bus\D00264_simplified.obj,9018,17538,17538
Bus,step2_results\resampled\Bus\D00411_refined_simplified.obj,5028,9874,9874
Bus,step2_results\resampled\Bus\D00436_refined_simplified.obj,5083,10258,10258
Bus,step2_results\resampled\Bus\D00446_refined_simplified.obj,5131,9772,9772
Bus,step2_results\resampled\Bus\D00448_simplified.obj,6559,11587,11587
Bus,step2_results\resampled\Bus\D00483_kept.obj,6082,8486,8486
Bus,step2_results\resampled\Bus\D00516_refined_simplified.obj,5153,10096,10096
Bus,step2_results\resampled\Bus\D00677_simplified.obj,9017,15748,15748
Bus,step2_results\resampled\Bus\D00754_simplified.obj,6516,11865,11865
Bus,step2_results\resampled\Bus\D00769_simplified.obj,6501,11705,11705
Bus,step2_results\resampled\Bus\D00775_simplified.obj,6514,11873,11873
Bus,step2_results\resampled\Bus\D00815_simplified.obj,6518,12238,12238
Bus,step2_results\resampled\Bus\D00823_simplified.obj,6517,12432,12432
Bus,step2_results\resampled\Bus\D00832_refined_simplified.obj,5101,9952,9952
Bus,step2_results\resampled\Bus\D00857_kept.obj,5220,8783,8783
Car,step2_results\resampled\Car\D00168_refined_simplified.obj,5112,9617,9617
