cls,path,n_vertices,n_faces,n_triangles
Bed,data\Bed\D00217.obj,3238,6272,6272
Bed,data\Bed\D00307.obj,2644,5169,5169
Bed,data\Bed\D00322.obj,7442,14796,14796
Bed,data\Bed\D00417.obj,12236,24400,24400
Bed,data\Bed\D00538.obj,7136,13868,13868
Bed,data\Bed\D00545.obj,415,809,809
Bed,data\Bed\D00552.obj,6349,12248,12248
Bed,data\Bed\D00565.obj,826,1622,1622
Bed,data\Bed\D00650.obj,3752,7433,7433
Bed,data\Bed\D00735.obj,447,684,684
Bed,data\Bed\D00836.obj,1563,3122,3122
Bed,data\Bed\D00839.obj,16364,32646,32646
Bed,data\Bed\D00969.obj,12375,23918,23918
Bed,data\Bed\D00988.obj,344,624,624
Bed,data\Bed\m945.obj,8112,15657,15657
Bed,data\Bed\m946.obj,449,644,644
Bed,data\Bed\m947.obj,441,560,560
Bed,data\Bed\m948.obj,4597,9038,9038
Bed,data\Bed\m949.obj,706,1388,1388
Bed,data\Bed\m950.obj,437,720,720
Bed,data\Bed\m951.obj,357,572,572
Bicycle,data\Bicycle\D00016.obj,2769,4940,4940
Bicycle,data\Bicycle\D00033.obj,2192,4031,4031
Bicycle,data\Bicycle\D00040.obj,25426,48656,48656
Bicycle,data\Bicycle\D00077.obj,16416,32099,32099
Bicycle,data\Bicycle\D00078.obj,22674,44574,44574
Bicycle,data\Bicycle\D00462.obj,56754,111446,111446
Bicycle,data\Bicycle\D00514.obj,6951,12939,12939
Bicycle,data\Bicycle\D00536.obj,29824,58494,58494
Bicycle,data\Bicycle\D00555.obj,34292,64450,64450
Bicycle,data\Bicycle\D00558.obj,19417,37569,37569
Bicycle,data\Bicycle\D00567.obj,436,916,916
Bicycle,data\Bicycle\D00621.obj,2769,4940,4940
Bicycle,data\Bicycle\D00708.obj,22495,44110,44110
Bicycle,data\Bicycle\D00750.obj,2877,5480,5480
Bicycle,data\Bicycle\D00838.obj,23397,45925,45925
Bicycle,data\Bicycle\D00847.obj,22672,44563,44563
Bicycle,data\Bicycle\D00904.obj,5354,10548,10548
Bicycle,data\Bicycle\D00930.obj,29021,56918,56918
Bicycle,data\Bicycle\D00931.obj,32603,63722,63722
Bicycle,data\Bicycle\D00974.obj,6045,11946,11946
Bicycle,data\Bicycle\m1472.obj,524,840,840
Bicycle,data\Bicycle\m1473.obj,2192,4034,4034
Bicycle,data\Bicycle\m1475.obj,6045,11948,11948
Bicycle,data\Bicycle\m1476.obj,436,916,916
Bicycle,data\Bicycle\m1477.obj,22672,44549,44549
Bicycle,data\Bicycle\m1478.obj,2769,4940,4940
Biplane,data\Biplane\D00069.obj,3242,6204,6204
Biplane,data\Biplane\D00132.obj,287,348,348
Biplane,data\Biplane\D00178.obj,4566,7571,7571
Biplane,data\Biplane\D00199.obj,2584,3753,3753
Biplane,data\Biplane\D00246.obj,5022,9246,9246
Biplane,data\Biplane\D00276.obj,512,916,916
Biplane,data\Biplane\D00277.obj,22419,41245,41245
Biplane,data\Biplane\D00320.obj,9723,17379,17379
Biplane,data\Biplane\D00373.obj,5941,11385,11385
Biplane,data\Biplane\D00410.obj,2167,4254,4254
Biplane,data\Biplane\D00490.obj,23374,46261,46261
Biplane,data\Biplane\D00515.obj,5379,10513,10513
Biplane,data\Biplane\D00601.obj,17850,35543,35543
Biplane,data\Biplane\D00616.obj,17875,35716,35716
Biplane,data\Biplane\D00632.obj,624,1024,1024
Biplane,data\Biplane\D00634.obj,40788,77092,77092
Biplane,data\Biplane\D00666.obj,469,794,794
Biplane,data\Biplane\D00854.obj,18832,37045,37045
Biplane,data\Biplane\D00890.obj,24430,47302,47302
Biplane,data\Biplane\D00900.obj,26728,49783,49783
Biplane,data\Biplane\m1118.obj,10676,20408,20408
Biplane,data\Biplane\m1119.obj,863,1550,1550
Biplane,data\Biplane\m1120.obj,65698,129810,129810
Biplane,data\Biplane\m1121.obj,1062,1882,1882
Biplane,data\Biplane\m1122.obj,6704,11497,11497
Biplane,data\Biplane\m1123.obj,1015,1756,1756
Biplane,data\Biplane\m1124.obj,390,572,572
Biplane,data\Biplane\m1125.obj,432,654,654
Biplane,data\Biplane\m1126.obj,770,1316,1316
Biplane,data\Biplane\m1127.obj,354,520,520
Biplane,data\Biplane\m1128.obj,718,1232,1232
Biplane,data\Biplane\m1129.obj,3351,6265,6265
Biplane,data\Biplane\m1131.obj,482,768,768
Biplane,data\Biplane\m1132.obj,882,1428,1428
Biplane,data\Biplane\m1133.obj,624,1024,1024
Biplane,data\Biplane\m1134.obj,338,512,512
Biplane,data\Biplane\m1135.obj,264,328,328
Biplane,data\Biplane\m1136.obj,904,1628,1628
Biplane,data\Biplane\m1137.obj,408,524,524
Biplane,data\Biplane\m1138.obj,2050,3452,3452
Biplane,data\Biplane\m1139.obj,2920,4234,4234
Biplane,data\Biplane\m1141.obj,11819,23088,23088
Biplane,data\Biplane\m1143.obj,3336,6348,6348
Biplane,data\Biplane\m1144.obj,3627,6699,6699
Biplane,data\Biplane\m1146.obj,1700,3015,3015
Bird,data\Bird\D00089.obj,233,462,462
Bird,data\Bird\D00113.obj,15871,31702,31702
Bird,data\Bird\D00164.obj,8188,16104,16104
Bird,data\Bird\D00234.obj,1247,2468,2468
Bird,data\Bird\D00271.obj,12813,24694,24694
Bird,data\Bird\D00284.obj,13253,26492,26492
Bird,data\Bird\D00323.obj,260,364,364
Bird,data\Bird\D00386.obj,1751,3498,3498
Bird,data\Bird\D00438.obj,1824,3643,3643
Bird,data\Bird\D00442.obj,8996,17079,17079
Bird,data\Bird\D00546.obj,1162,2012,2012
Bird,data\Bird\D00599.obj,1792,3564,3564
Bird,data\Bird\D00625.obj,1091,1398,1398
Bird,data\Bird\D00689.obj,2683,5322,5322
Bird,data\Bird\D00736.obj,3947,7820,7820
Bird,data\Bird\D00762.obj,950,1896,1896
Bird,data\Bird\D00862.obj,757,1504,1504
Bird,data\Bird\D00922.obj,903,1794,1794
Bird,data\Bird\D00961.obj,1344,2672,2672
Bird,data\Bird\D00999.obj,373,742,742
Bird,data\Bird\m28.obj,6058,11644,11644
Bird,data\Bird\m29.obj,2972,5878,5878
Bird,data\Bird\m30.obj,390,746,746
Bird,data\Bird\m31.obj,1802,3548,3548
Bird,data\Bird\m32.obj,1129,2246,2246
Bird,data\Bird\m33.obj,3144,6164,6164
Bird,data\Bird\m34.obj,233,462,462
Bird,data\Bird\m35.obj,699,1394,1394
Bird,data\Bird\m36.obj,1289,2503,2503
Bird,data\Bird\m37.obj,567,1130,1130
Bird,data\Bird\m38.obj,464,924,924
Bird,data\Bird\m39.obj,649,1156,1156
Bird,data\Bird\m40.obj,2684,5324,5324
Bird,data\Bird\m41.obj,1824,3643,3643
Bird,data\Bird\m42.obj,116,210,210
Bird,data\Bird\m43.obj,41,54,54
Bird,data\Bird\m44.obj,401,798,798
Bird,data\Bird\m45.obj,16542,33072,33072
Bird,data\Bird\m47.obj,101,165,165
Bird,data\Bird\m48.obj,427,821,821
Bird,data\Bird\m49.obj,2324,4347,4347
Bird,data\Bird\m50.obj,93,182,182
Bird,data\Bird\m51.obj,309,598,598
Bird,data\Bird\m52.obj,294,560,560
Bookset,data\Bookset\D01009.obj,444,881,881
Bookset,data\Bookset\D01013.obj,320,272,272
Bookset,data\Bookset\D01030.obj,206,374,374
Bookset,data\Bookset\D01038.obj,2208,4325,4325
Bookset,data\Bookset\D01042.obj,668,767,767
Bookset,data\Bookset\D01050.obj,140,255,255
Bookset,data\Bookset\D01065.obj,360,306,306
Bookset,data\Bookset\D01078.obj,1203,2202,2202
Bookset,data\Bookset\D01096.obj,624,832,832
Bookset,data\Bookset\D01108.obj,1614,3116,3116
Bookset,data\Bookset\D01109.obj,1203,2202,2202
Bookset,data\Bookset\D01110.obj,160,298,298
Bookset,data\Bookset\D01122.obj,108,196,196
Bookset,data\Bookset\D01135.obj,1645,3210,3210
Bookset,data\Bookset\D01146.obj,2291,2348,2348
Bookset,data\Bookset\D01182.obj,187,320,320
Bookset,data\Bookset\D01183.obj,891,1072,1072
Bookset,data\Bookset\D01184.obj,247,456,456
Bookset,data\Bookset\D01190.obj,2393,4612,4612
Bookset,data\Bookset\D01199.obj,240,415,415
Bottle,data\Bottle\D00020.obj,857,1710,1710
Bottle,data\Bottle\D00123.obj,1067,2044,2044
Bottle,data\Bottle\D00139.obj,2452,4840,4840
Bottle,data\Bottle\D00166.obj,23142,45936,45936
Bottle,data\Bottle\D00176.obj,7138,14272,14272
Bottle,data\Bottle\D00208.obj,1824,3640,3640
Bottle,data\Bottle\D00281.obj,897,1764,1764
Bottle,data\Bottle\D00311.obj,728,1448,1448
Bottle,data\Bottle\D00347.obj,2165,4296,4296
Bottle,data\Bottle\D00350.obj,490,921,921
Bottle,data\Bottle\D00390.obj,1380,2742,2742
Bottle,data\Bottle\D00451.obj,9202,18236,18236
Bottle,data\Bottle\D00679.obj,11776,23049,23049
Bottle,data\Bottle\D00696.obj,13038,25850,25850
Bottle,data\Bottle\D00711.obj,177,336,336
Bottle,data\Bottle\D00716.obj,433,838,838
Bottle,data\Bottle\D00726.obj,9294,18390,18390
Bottle,data\Bottle\D00892.obj,2474,4940,4940
Bottle,data\Bottle\D00940.obj,628,1242,1242
Bottle,data\Bottle\D00959.obj,479,892,892
Bottle,data\Bottle\m482.obj,533,950,950
Bottle,data\Bottle\m483.obj,371,620,620
Bottle,data\Bottle\m484.obj,460,888,888
Bottle,data\Bottle\m485.obj,515,936,936
Bottle,data\Bottle\m486.obj,2101,3894,3894
Bottle,data\Bottle\m487.obj,133,236,236
Bottle,data\Bottle\m488.obj,144,284,284
Bottle,data\Bottle\m489.obj,558,1055,1055
Bottle,data\Bottle\m490.obj,562,1060,1060
Bottle,data\Bottle\m491.obj,544,997,997
Bottle,data\Bottle\m492.obj,353,704,704
BuildingNonResidential,data\BuildingNonResidential\m382.obj,252,400,400
BuildingNonResidential,data\BuildingNonResidential\m383.obj,2328,4460,4460
BuildingNonResidential,data\BuildingNonResidential\m384.obj,2876,4376,4376
BuildingNonResidential,data\BuildingNonResidential\m385.obj,674,918,918
BuildingNonResidential,data\BuildingNonResidential\m386.obj,529,1002,1002
BuildingNonResidential,data\BuildingNonResidential\m387.obj,844,1600,1600
BuildingNonResidential,data\BuildingNonResidential\m389.obj,2509,4633,4633
BuildingNonResidential,data\BuildingNonResidential\m390.obj,40,43,43
BuildingNonResidential,data\BuildingNonResidential\m391.obj,246,274,274
BuildingNonResidential,data\BuildingNonResidential\m392.obj,33,53,53
BuildingNonResidential,data\BuildingNonResidential\m393.obj,241,326,326
BuildingNonResidential,data\BuildingNonResidential\m394.obj,750,1197,1197
BuildingNonResidential,data\BuildingNonResidential\m395.obj,630,696,696
BuildingNonResidential,data\BuildingNonResidential\m396.obj,445,470,470
BuildingNonResidential,data\BuildingNonResidential\m397.obj,1362,2680,2680
BuildingNonResidential,data\BuildingNonResidential\m398.obj,498,936,936
BuildingNonResidential,data\BuildingNonResidential\m399.obj,7466,13448,13448
BuildingNonResidential,data\BuildingNonResidential\m400.obj,488,824,824
BuildingNonResidential,data\BuildingNonResidential\m401.obj,6912,13248,13248
BuildingNonResidential,data\BuildingNonResidential\m402.obj,21085,40314,40314
BuildingNonResidential,data\BuildingNonResidential\m404.obj,1051,1715,1715
BuildingNonResidential,data\BuildingNonResidential\m405.obj,20958,41638,41638
BuildingNonResidential,data\BuildingNonResidential\m406.obj,7223,13545,13545
BuildingNonResidential,data\BuildingNonResidential\m407.obj,229,381,381
BuildingNonResidential,data\BuildingNonResidential\m408.obj,1252,2325,2325
BuildingNonResidential,data\BuildingNonResidential\m409.obj,1509,1981,1981
BuildingNonResidential,data\BuildingNonResidential\m410.obj,1217,2076,2076
BuildingNonResidential,data\BuildingNonResidential\m412.obj,1990,2812,2812
BuildingNonResidential,data\BuildingNonResidential\m413.obj,3749,7232,7232
BuildingNonResidential,data\BuildingNonResidential\m414.obj,1056,1944,1944
BuildingNonResidential,data\BuildingNonResidential\m415.obj,508,916,916
BuildingNonResidential,data\BuildingNonResidential\m416.obj,7056,13368,13368
BuildingNonResidential,data\BuildingNonResidential\m418.obj,1576,2836,2836
BuildingNonResidential,data\BuildingNonResidential\m420.obj,7225,12926,12926
BuildingNonResidential,data\BuildingNonResidential\m421.obj,6853,10999,10999
BuildingNonResidential,data\BuildingNonResidential\m470.obj,14362,28347,28347
BuildingNonResidential,data\BuildingNonResidential\m471.obj,118,234,234
BuildingNonResidential,data\BuildingNonResidential\m472.obj,358,704,704
BuildingNonResidential,data\BuildingNonResidential\m474.obj,1361,2670,2670
BuildingNonResidential,data\BuildingNonResidential\m475.obj,112,176,176
BuildingNonResidential,data\BuildingNonResidential\m477.obj,1047,1706,1706
BuildingNonResidential,data\BuildingNonResidential\m478.obj,1750,2980,2980
BuildingNonResidential,data\BuildingNonResidential\m479.obj,648,1056,1056
BuildingNonResidential,data\BuildingNonResidential\m481.obj,473,758,758
Bus,data\Bus\D00084.obj,12919,24603,24603
Bus,data\Bus\D00114.obj,7643,14962,14962
Bus,data\Bus\D00151.obj,9415,16329,16329
Bus,data\Bus\D00179.obj,5976,11227,11227
Bus,data\Bus\D00182.obj,13436,25298,25298
Bus,data\Bus\D00264.obj,11096,21624,21624
Bus,data\Bus\D00411.obj,4964,9822,9822
Bus,data\Bus\D00436.obj,4587,9305,9305
Bus,data\Bus\D00446.obj,4915,9345,9345
Bus,data\Bus\D00448.obj,7367,13133,13133
Bus,data\Bus\D00483.obj,6082,8486,8486
Bus,data\Bus\D00516.obj,4096,7979,7979
Bus,data\Bus\D00677.obj,11964,21452,21452
Bus,data\Bus\D00754.obj,8861,16406,16406
Bus,data\Bus\D00769.obj,8963,16382,16382
Bus,data\Bus\D00775.obj,9506,17613,17613
Bus,data\Bus\D00815.obj,7063,13299,13299
Bus,data\Bus\D00823.obj,7367,14091,14091
Bus,data\Bus\D00832.obj,3137,6109,6109
Bus,data\Bus\D00857.obj,5220,8783,8783
Car,data\Car\D00168.obj,4350,8157,8157
Car,data\Car\D00236.obj,26704,44563,44563
Car,data\Car\D00260.obj,35859,57202,57202
Car,data\Car\D00265.obj,4958,9157,9157
Car,data\Car\D00299.obj,22232,44446,44446
Car,data\Car\D00377.obj,8260,16515,16515
Car,data\Car\D00405.obj,12440,23674,23674
Car,data\Car\D00452.obj,23843,47437,47437
Car,data\Car\D00504.obj,5153,8561,8561
Car,data\Car\D00541.obj,2956,4718,4718
Car,data\Car\D00618.obj,3506,5837,5837
Car,data\Car\D00670.obj,3861,6619,6619
Car,data\Car\D00671.obj,19302,37156,37156
Car,data\Car\D00724.obj,17658,29875,29875
Car,data\Car\D00767.obj,10616,20980,20980
Car,data\Car\D00785.obj,7061,11230,11230
Car,data\Car\D00793.obj,5322,9896,9896
Car,data\Car\D00803.obj,24935,49530,49530
Car,data\Car\D00865.obj,13689,24100,24100
Car,data\Car\D00976.obj,18122,32403,32403
Car,data\Car\m1485.obj,6148,12259,12259
Car,data\Car\m1486.obj,5704,11230,11230
Car,data\Car\m1487.obj,7454,14811,14811
Car,data\Car\m1488.obj,4952,9094,9094
Car,data\Car\m1489.obj,1684,3352,3352
Car,data\Car\m1490.obj,2868,5326,5326
Car,data\Car\m1492.obj,5914,10880,10880
Car,data\Car\m1495.obj,6863,13202,13202
Car,data\Car\m1496.obj,8402,16736,16736
Car,data\Car\m1497.obj,3648,7222,7222
Car,data\Car\m1498.obj,5514,10104,10104
Car,data\Car\m1499.obj,15392,30392,30392
Car,data\Car\m1500.obj,1644,3260,3260
Car,data\Car\m1502.obj,4970,6978,6978
Car,data\Car\m1503.obj,24786,47703,47703
Car,data\Car\m1504.obj,1621,2933,2933
Car,data\Car\m1505.obj,10945,20796,20796
Car,data\Car\m1506.obj,4284,7819,7819
Car,data\Car\m1507.obj,6514,12744,12744
Car,data\Car\m1508.obj,4332,5192,5192
Car,data\Car\m1509.obj,47474,94842,94842
Car,data\Car\m1510.obj,54710,109357,109357
Car,data\Car\m1511.obj,10495,20532,20532
Car,data\Car\m1512.obj,6808,11419,11419
Car,data\Car\m1513.obj,13106,20844,20844
Car,data\Car\m1514.obj,18662,36854,36854
Car,data\Car\m1515.obj,250,391,391
Car,data\Car\m1516.obj,12279,24456,24456
Car,data\Car\m1517.obj,3868,7415,7415
Car,data\Car\m1518.obj,7335,14460,14460
Car,data\Car\m1519.obj,4065,7956,7956
Car,data\Car\m1521.obj,308,574,574
Car,data\Car\m1522.obj,2659,4709,4709
Car,data\Car\m1523.obj,1830,3640,3640
Car,data\Car\m1524.obj,1517,3014,3014
Car,data\Car\m1525.obj,10543,20773,20773
Car,data\Car\m1526.obj,320,560,560
Car,data\Car\m1527.obj,7315,14329,14329
Car,data\Car\m1528.obj,18656,36605,36605
Car,data\Car\m1529.obj,4161,7383,7383
Car,data\Car\m1530.obj,1268,2266,2266
Car,data\Car\m1531.obj,2170,4058,4058
Car,data\Car\m1532.obj,132,134,134
Car,data\Car\m1533.obj,7374,14434,14434
Car,data\Car\m1535.obj,15171,29265,29265
Car,data\Car\m1536.obj,1503,2993,2993
Car,data\Car\m1538.obj,1830,3640,3640
Car,data\Car\m1539.obj,8254,16515,16515
Car,data\Car\m1540.obj,8468,16860,16860
Car,data\Car\m1542.obj,4384,7263,7263
Car,data\Car\m1543.obj,386,539,539
Car,data\Car\m1544.obj,60220,113420,113420
Car,data\Car\m1545.obj,8009,14547,14547
Car,data\Car\m1546.obj,9068,14918,14918
Car,data\Car\m1547.obj,249,440,440
Car,data\Car\m1548.obj,8009,14547,14547
Car,data\Car\m1550.obj,9368,17526,17526
Car,data\Car\m1551.obj,18528,35253,35253
Car,data\Car\m1552.obj,5247,10472,10472
Car,data\Car\m1553.obj,1239,1840,1840
Car,data\Car\m1555.obj,16599,30255,30255
Car,data\Car\m1556.obj,34973,59487,59487
Car,data\Car\m1557.obj,8489,16656,16656
Car,data\Car\m1558.obj,6935,11413,11413
Car,data\Car\m1559.obj,15606,29994,29994
Car,data\Car\m1560.obj,21686,43521,43521
Car,data\Car\m1561.obj,332,546,546
Car,data\Car\m1562.obj,11902,21840,21840
Car,data\Car\m1563.obj,616,1108,1108
Cellphone,data\Cellphone\D00018.obj,14101,26956,26956
Cellphone,data\Cellphone\D00032.obj,1271,2480,2480
Cellphone,data\Cellphone\D00079.obj,20105,36957,36957
Cellphone,data\Cellphone\D00152.obj,34506,68307,68307
Cellphone,data\Cellphone\D00192.obj,1230,2380,2380
Cellphone,data\Cellphone\D00248.obj,5687,11300,11300
Cellphone,data\Cellphone\D00312.obj,348,644,644
Cellphone,data\Cellphone\D00327.obj,6318,11912,11912
Cellphone,data\Cellphone\D00362.obj,27252,53351,53351
Cellphone,data\Cellphone\D00369.obj,925,1734,1734
Cellphone,data\Cellphone\D00440.obj,742,1421,1421
Cellphone,data\Cellphone\D00527.obj,8796,11427,11427
Cellphone,data\Cellphone\D00542.obj,16185,32246,32246
Cellphone,data\Cellphone\D00554.obj,7977,14240,14240
Cellphone,data\Cellphone\D00559.obj,2527,5008,5008
Cellphone,data\Cellphone\D00817.obj,5016,9728,9728
Cellphone,data\Cellphone\D00848.obj,9738,18374,18374
Cellphone,data\Cellphone\D00902.obj,2288,4563,4563
Cellphone,data\Cellphone\D00979.obj,2524,4995,4995
Cellphone,data\Cellphone\D00997.obj,4288,8564,8564
Chess,data\Chess\D01017.obj,380,756,756
Chess,data\Chess\D01019.obj,416,828,828
Chess,data\Chess\D01021.obj,1474,2944,2944
Chess,data\Chess\D01043.obj,389,770,770
Chess,data\Chess\D01045.obj,1542,3080,3080
Chess,data\Chess\D01049.obj,214,419,419
Chess,data\Chess\D01053.obj,89,168,168
Chess,data\Chess\D01080.obj,250,496,496
Chess,data\Chess\D01081.obj,6727,13450,13450
Chess,data\Chess\D01099.obj,2386,4740,4740
Chess,data\Chess\D01105.obj,282,560,560
Chess,data\Chess\D01112.obj,1182,2360,2360
Chess,data\Chess\D01123.obj,390,776,776
Chess,data\Chess\D01126.obj,802,1600,1600
Chess,data\Chess\D01130.obj,1282,2560,2560
Chess,data\Chess\D01138.obj,416,828,828
Chess,data\Chess\D01145.obj,390,776,776
Chess,data\Chess\D01171.obj,4002,8000,8000
Chess,data\Chess\D01186.obj,154,304,304
Chess,data\Chess\D01188.obj,242,480,480
Chess,data\Chess\m1589.obj,3782,7202,7202
Chess,data\Chess\m1591.obj,7339,14466,14466
Chess,data\Chess\m1593.obj,25650,50904,50904
Chess,data\Chess\m1595.obj,60557,120466,120466
Chess,data\Chess\m1596.obj,16803,32980,32980
Chess,data\Chess\m1598.obj,1182,2360,2360
Chess,data\Chess\m1599.obj,250,496,496
Chess,data\Chess\m1600.obj,416,828,828
Chess,data\Chess\m1601.obj,6727,13450,13450
Chess,data\Chess\m1602.obj,1542,3080,3080
Chess,data\Chess\m1603.obj,389,770,770
Chess,data\Chess\m1604.obj,214,419,419
Chess,data\Chess\m1605.obj,89,168,168
Chess,data\Chess\m1606.obj,2386,4740,4740
Chess,data\Chess\m1607.obj,802,1600,1600
Chess,data\Chess\m1608.obj,242,480,480
Chess,data\Chess\m1609.obj,154,304,304
Chess,data\Chess\m1610.obj,6094,12018,12018
Chess,data\Chess\m1611.obj,1474,2944,2944
Chess,data\Chess\m1612.obj,1282,2560,2560
Chess,data\Chess\m1613.obj,282,560,560
Chess,data\Chess\m1614.obj,390,776,776
City,data\City\D01001.obj,6615,7637,7637
City,data\City\D01007.obj,3153,3017,3017
City,data\City\D01010.obj,1049,1271,1271
City,data\City\D01018.obj,6529,10313,10313
City,data\City\D01039.obj,1335,2003,2003
City,data\City\D01056.obj,1636,1640,1640
City,data\City\D01066.obj,9894,16671,16671
City,data\City\D01068.obj,5535,9169,9169
City,data\City\D01079.obj,9201,15870,15870
City,data\City\D01090.obj,7089,13031,13031
City,data\City\D01091.obj,1292,2034,2034
City,data\City\D01092.obj,1273,1291,1291
City,data\City\D01101.obj,26064,34189,34189
City,data\City\D01103.obj,2273,2909,2909
City,data\City\D01124.obj,5138,8732,8732
City,data\City\D01133.obj,5780,10656,10656
City,data\City\D01173.obj,2341,3966,3966
City,data\City\D01181.obj,5135,5213,5213
City,data\City\D01192.obj,14710,15653,15653
City,data\City\D01195.obj,16857,16029,16029
City,data\City\m1652.obj,2273,2909,2909
City,data\City\m1654.obj,5532,9169,9169
City,data\City\m1659.obj,5780,10656,10656
City,data\City\m1660.obj,2341,3966,3966
City,data\City\m1661.obj,1333,2003,2003
City,data\City\m1662.obj,9201,15870,15870
City,data\City\m1664.obj,1049,1270,1270
ClassicPiano,data\ClassicPiano\D00005.obj,626,1206,1206
ClassicPiano,data\ClassicPiano\D00009.obj,2027,3982,3982
ClassicPiano,data\ClassicPiano\D00034.obj,1611,3231,3231
ClassicPiano,data\ClassicPiano\D00092.obj,5901,10703,10703
ClassicPiano,data\ClassicPiano\D00120.obj,231,419,419
ClassicPiano,data\ClassicPiano\D00190.obj,1572,3102,3102
ClassicPiano,data\ClassicPiano\D00233.obj,5204,9053,9053
